7.7,3.6,0.30,700,pure
7.9,3.8,0.34,700,pure
8.0,4.0,0.42,700,pure
8.1,4.2,0.50,700,pure
8.2,4.4,0.56,700,pure
8.3,4.6,0.69,700,pure
8.4,5.0,0.75,700,pure
6.5,2.5,0.00,750,pure
6.6,2.7,0.01,750,pure
6.7,2.9,0.05,750,pure
6.9,3.0,0.10,750,pure
7.1,3.2,0.15,750,pure
7.3,3.3,0.20,750,pure
7.5,3.4,0.25,750,pure
7.7,3.6,0.30,750,pure
7.9,3.8,0.34,750,pure
8.0,4.0,0.42,750,pure
8.1,4.2,0.50,750,pure
8.2,4.4,0.56,750,pure
8.3,4.6,0.69,750,pure
8.4,5.0,0.75,750,pure
6.5,2.5,0.00,775,pure
6.6,2.7,0.01,775,pure
6.7,2.9,0.05,775,pure
6.9,3.0,0.10,775,pure
7.1,3.2,0.15,775,pure
7.3,3.3,0.20,775,pure
7.5,3.4,0.25,775,pure
7.7,3.6,0.30,775,pure
7.9,3.8,0.34,775,pure
8.0,4.0,0.42,775,pure
8.1,4.2,0.50,775,pure
8.2,4.4,0.56,775,pure
8.3,4.6,0.69,775,pure
8.4,5.0,0.75,775,pure
6.5,2.5,0.00,800,pure
6.6,2.7,0.01,800,pure
6.7,2.9,0.05,800,pure
6.9,3.0,0.10,800,pure
7.1,3.2,0.15,800,pure
7.3,3.3,0.20,800,pure
7.5,3.4,0.25,800,pure
7.7,3.6,0.30,800,pure
7.9,3.8,0.34,800,pure
8.0,4.0,0.42,800,pure
8.1,4.2,0.50,800,pure
8.2,4.4,0.56,800,pure
8.3,4.6,0.69,800,pure
8.4,5.0,0.75,800,pure
6.5,2.5,0.00,850,pure
6.6,2.7,0.01,850,pure
6.7,2.9,0.05,850,pure
6.9,3.0,0.10,850,pure
7.1,3.2,0.15,850,pure
7.3,3.3,0.20,850,pure
7.5,3.4,0.25,850,pure
7.7,3.6,0.30,850,pure
7.9,3.8,0.34,850,pure
8.0,4.0,0.42,850,pure
8.1,4.2,0.50,850,pure
8.2,4.4,0.56,850,pure
8.3,4.6,0.69,850,pure
8.4,5.0,0.75,850,pure
6.5,2.5,0.00,900,pure
6.6,2.7,0.01,900,pure
6.7,2.9,0.05,900,pure
6.9,3.0,0.10,900,pure
7.1,3.2,0.15,900,pure
7.3,3.3,0.20,900,pure
7.5,3.4,0.25,900,pure
7.7,3.6,0.30,900,pure
7.9,3.8,0.34,900,pure
8.0,4.0,0.42,900,pure
8.1,4.2,0.50,900,pure
8.2,4.4,0.56,900,pure
8.3,4.6,0.69,900,pure
8.4,5.0,0.75,900,pure
6.5,2.5,0.00,950,pure
6.6,2.7,0.01,950,pure
6.7,2.9,0.05,950,pure
6.9,3.0,0.10,950,pure
7.1,3.2,0.15,950,pure
7.3,3.3,0.20,950,pure
7.5,3.4,0.25,950,pure
7.7,3.6,0.30,950,pure
7.9,3.8,0.34,950,pure
8.0,4.0,0.42,950,pure
8.1,4.2,0.50,950,pure
8.2,4.4,0.56,950,pure
8.3,4.6,0.69,950,pure
8.4,5.0,0.75,950,pure
6.5,2.5,0.00,1000,pure
6.6,2.7,0.01,1000,pure
6.7,2.9,0.05,1000,pure
6.9,3.0,0.10,1000,pure
7.1,3.2,0.15,1000,pure
7.3,3.3,0.20,1000,pure
7.5,3.4,0.25,1000,pure
7.7,3.6,0.30,1000,pure
7.9,3.8,0.34,1000,pure
8.0,4.0,0.42,1000,pure
8.1,4.2,0.50,1000,pure
8.2,4.4,0.56,1000,pure
8.3,4.6,0.69,1000,pure
8.4,5.0,0.75,1000,pure
3.0,2.5,0.01,1000,impure
3.0,2.6,0.03,1025,impure
3.0,2.9,0.06,1050,impure
3.0,3.2,0.10,1075,impure
3.0,3.4,0.14,1100,impure
3.0,3.6,0.18,1125,impure
3.0,3.9,0.25,1150,impure
3.0,4.1,0.29,1175,impure
3.0,4.3,0.32,1200,impure
3.0,4.4,0.38,1225,impure
3.0,4.7,0.42,1250,impure
3.0,4.9,0.49,1275,impure
3.0,5.0,0.56,1300,impure
3.0,5.1,0.60,1325,impure
3.0,5.2,0.65,1350,impure
3.0,5.4,0.69,1375,impure
3.0,5.5,0.70,1400,impure
3.0,5.7,0.72,1425,impure
3.0,6.0,0.75,1450,impure
3.0,2.5,0.01,1475,impure
3.2,2.6,0.03,1500,impure
3.4,2.9,0.06,1525,impure
3.6,3.2,0.10,1550,impure
4.0,3.4,0.14,1575,impure
4.4,3.6,0.18,1600,impure
4.8,3.9,0.25,1625,impure
5.2,4.1,0.29,1650,impure
5.5,4.3,0.32,1675,impure
5.9,4.4,0.38,1700,impure
6.2,4.7,0.42,1750,impure
8.7,4.9,0.49,1775,impure
8.9,5.0,0.56,1800,impure
9.5,5.1,0.60,1850,impure
9.9,5.2,0.65,1875,impure
10.0,5.4,0.69,1900,impure
10.2,5.5,0.70,1950,impure
10.5,5.7,0.72,1975,impure
11.0,6.0,0.75,2000,impure
6.5,0.5,0.01,500,impure
6.7,0.6,0.06,550,impure
7.2,0.9,0.17,600,impure
7.3,1.0,0.24,650,impure
7.5,1.3,0.30,700,impure
7.7,1.5,0.35,750,impure
7.9,1.7,0.40,800,impure
8.0,1.9,0.45,850,impure
8.1,2.0,0.50,900,impure
8.2,2.2,0.60,950,impure
8.3,2.3,0.65,1000,impure
8.4,2.4,0.75,1100,impure
6.5,2.5,0.80,500,impure
6.7,2.9,0.80,550,impure
6.9,3.2,0.90,600,impure
7.1,3.7,0.94,650,impure
7.3,4.0,1.3,700,impure
7.5,4.4,1.5,750,impure
7.7,4.9,1.9,800,impure
7.9,5.2,2.0,850,impure
8.0,5.4,2.4,900,impure
8.2,5.5,2.6,950,impure
8.3,5.7,2.8,1000,impure
8.4,6.0,3.0,1100,impure
6.5,2.5,0.01,1000,impure
6.7,2.9,0.05,1100,impure
6.9,3.2,0.12,1200,impure
7.1,3.7,0.17,1250,impure
7.3,4.0,0.24,1300,impure
7.5,4.4,0.30,1350,impure
7.7,4.9,0.40,1400,impure
7.9,5.2,0.50,1500,impure
8.0,5.4,0.55,1600,impure
8.2,5.5,0.60,1750,impure
8.3,5.7,0.65,1850,impure
8.4,6.0,0.70,1950,impure
6.5,0.5,0.80,1000,impure
6.7,0.6,0.80,1100,impure
6.9,0.9,0.90,1200,impure
7.1,1.0,1.3,1250,impure
7.3,1.3,1.5,1300,impure
7.5,1.5,1.9,1350,impure
7.7,1.7,2.0,1400,impure
7.9,1.9,2.4,1400,impure
8.0,2.0,2.6,1500,impure
8.2,2.2,2.8,1600,impure
8.3,2.3,3.0,1750,impure
8.4,2.4,3.2,1950,impure
6.5,2.5,0.80,1000,impure
6.7,2.9,0.80,1100,impure
6.9,3.2,0.90,1200,impure
7.1,3.7,1.3,1250,impure
7.3,4.0,1.5,1300,impure
7.5,4.4,1.9,1350,impure
7.7,4.9,2.0,1400,impure
7.9,5.0,2.4,1450,impure
8.0,5.2,2.6,1500,impure
8.2,5.4,2.8,1600,impure
8.3,5.5,3.0,1750,impure
8.4,6.0,3.2,1950,impure
3.0,2.5,0.80,1000,impure
3.4,2.9,0.80,1100,impure
4.0,3.2,0.90,1200,impure
4.6,3.7,0.94,1250,impure
5.0,4.0,1.3,1300,impure
5.5,4.4,1.5,1350,impure
6.2,4.9,1.9,1400,impure
8.7,5.2,2.0,1500,impure
9.0,5.4,2.4,1600,impure
10.0,5.5,2.6,1700,impure
11.0,5.7,2.8,1850,impure
12.0,6.0,3.0,1950,impure
3.0,0.5,0.01,500,impure
3.2,0.6,0.05,550,impure
3.6,0.9,0.12,600,impure
4.0,1.0,0.17,650,impure
4.4,1.3,0.24,700,impure
4.8,1.5,0.30,750,impure
5.6,1.7,0.35,800,impure
5.9,1.9,0.40,850,impure
6.2,2.0,0.45,900,impure
8.7,2.1,0.50,950,impure
8.9,2.2,0.55,1000,impure
9.5,2.3,0.60,1100,impure
10.0,2.4,0.65,1200,impure
10.5,2.4,0.70,1300,impure
11.0,2.4,0.75,1400,impure
3.0,2.5,0.80,500,impure
3.4,2.9,0.80,550,impure
4.0,3.2,0.90,600,impure
4.6,3.7,0.94,625,impure
5.0,4.0,1.3,650,impure
5.5,4.4,1.5,700,impure
6.2,4.9,1.9,750,impure
8.7,5.2,2.0,775,impure
9.0,5.4,2.4,800,impure
10.0,5.5,2.6,850,impure
11.0,5.7,2.8,900,impure
12.0,6.0,3.0,1000,impure
6.5,0.5,0.80,500,impure
6.7,0.6,0.85,550,impure
6.9,0.7,0.90,600,impure
7.2,0.9,0.94,650,impure
7.5,1.0,1.3,700,impure
7.7,1.3,1.5,750,impure
7.9,1.5,1.9,800,impure
8.0,1.7,2.0,850,impure
8.1,1.9,2.4,900,impure
8.2,2.0,2.6,950,impure
8.3,2.2,2.8,1000,impure
8.4,2.3,2.9,1100,impure
8.4,2.4,3.0,1200,impure
6.5,0.5,0.01,1000,impure
6.7,0.6,0.06,1150,impure
7.2,0.9,0.17,1200,impure
7.3,1.0,0.24,1250,impure
7.5,1.3,0.30,1300,impure
7.7,1.5,0.35,1350,impure
7.9,1.7,0.40,1400,impure
8.0,1.9,0.45,1500,impure
8.1,2.0,0.50,1600,impure
8.2,2.2,0.60,1700,impure
8.3,2.3,0.65,1850,impure
8.4,2.4,0.75,1950,impure
3.0,2.5,0.01,500,impure
3.2,2.6,0.05,550,impure
3.6,2.9,0.12,600,impure
4.0,3.4,0.17,650,impure
4.4,3.6,0.24,700,impure
4.8,3.9,0.30,750,impure
5.6,4.2,0.35,800,impure
5.9,4.6,0.40,850,impure
6.2,4.9,0.45,900,impure
8.7,5.2,0.50,950,impure
8.9,5.4,0.55,1000,impure
9.5,5.5,0.60,1100,impure
10.0,5.7,0.65,1200,impure
10.5,5.9,0.70,1300,impure
11.0,6.0,0.75,1400,impure
3.0,0.5,0.01,1000,impure
3.2,0.6,0.05,1150,impure
3.6,0.9,0.12,1200,impure
4.0,1.0,0.17,1250,impure
4.4,1.3,0.24,1300,impure
4.8,1.5,0.30,1350,impure
5.6,1.7,0.35,1400,impure
5.9,1.9,0.40,1425,impure
6.2,2.0,0.45,1450,impure
8.7,2.1,0.50,1500,impure
8.9,2.2,0.55,1600,impure
9.5,2.3,0.60,1650,impure
10.0,2.4,0.65,1750,impure
10.5,2.4,0.70,1850,impure
11.0,2.4,0.75,1950,impure
3.0,0.5,0.80,500,impure
3.2,0.6,0.85,550,impure
3.6,0.9,0.90,600,impure
4.0,1.0,0.94,650,impure
4.4,1.3,1.3,700,impure
4.8,1.5,1.5,750,impure
5.6,1.7,1.9,800,impure
5.9,1.9,2.0,825,impure
6.2,2.0,2.4,850,impure
8.7,2.1,2.6,900,impure
8.9,2.2,2.8,925,impure
9.5,2.3,2.8,950,impure
10.0,2.4,2.9,1000,impure
10.5,2.4,3.0,1050,impure
11.0,2.4,3.0,1100,impure
3.0,0.5,0.80,1000,impure
3.2,0.6,0.85,1150,impure
3.6,0.9,0.90,1200,impure
4.0,1.0,0.94,1225,impure
4.4,1.3,1.3,1250,impure
4.8,1.5,1.5,1300,impure
5.6,1.7,1.9,1350,impure
5.9,1.9,2.0,1400,impure
6.2,2.0,2.4,1450,impure
8.7,2.1,2.6,1500,impure
8.9,2.2,2.8,1600,impure
9.5,2.3,2.8,1700,impure
10.0,2.4,2.9,1800,impure
10.5,2.4,3.0,1850,impure
11.0,2.4,3.0,1950,impure
1.0,0.1,3.0,2000,unusable
1.0,0.2,3.2,2500,unusable
1.0,0.3,3.4,2750,unusable
1.0,0.4,4.0,3000,unusable
1.0,0.5,5.0,3500,unusable
1.0,0.5,5.5,3750,unusable
1.0,0.5,6.0,4000,unusable
1.2,0.1,3.0,2000,unusable
1.2,0.2,3.2,2500,unusable
1.2,0.3,3.4,2750,unusable
1.2,0.4,4.0,3000,unusable
1.2,0.5,5.0,3500,unusable
1.2,0.5,5.5,3750,unusable
1.2,0.5,6.0,4000,unusable
1.4,0.1,3.0,2000,unusable
1.4,0.2,3.2,2500,unusable
1.4,0.3,3.4,2750,unusable
1.4,0.4,4.0,3000,unusable
1.4,0.5,5.0,3500,unusable
1.4,0.5,5.5,3750,unusable
1.4,0.5,6.0,4000,unusable
1.9,0.1,3.0,2000,unusable
1.9,0.2,3.2,2500,unusable
1.9,0.3,3.4,2750,unusable
1.9,0.4,4.0,3000,unusable
1.9,0.5,5.0,3500,unusable
1.9,0.5,5.5,3750,unusable
